1,0.9619397,0.8535534,0.6913417,0.5,0.3086582,0.1464466,0.0380602,1.910685E-15,0.03806023,0.1464467,0.3086584,0.5,0.6913418,0.8535535,0.9619398,
0.8135731,0.7792795,0.6820486,0.5379525,0.3709902,0.2093548,0.0810349,0.009423185,0.009607369,0.08591197,0.2310731,0.4271767,0.6482245,0.8639457,1.044273,1.163815,
0.6478797,0.6173165,0.5311337,0.4049785,0.2621608,0.1299457,0.03519117,7.993606E-15,0.03806025,0.1522409,0.3338226,0.5634914,0.8139597,1.053825,1.252094,1.382684,
0.5036959,0.4767911,0.4014425,0.2928811,0.1737407,0.07037641,0.008537531,0.009061979,0.0842652,0.2355889,0.4528861,0.7154707,0.9947897,1.258333,1.474195,1.615619,
0.3810797,0.3577258,0.2928932,0.201409,0.1052505,0.02988982,8.881784E-16,0.03519122,0.1464466,0.3338226,0.5857866,0.8803203,1.187643,1.474168,1.707107,1.859047,
0.2794214,0.2594767,0.2047406,0.1296525,0.05555921,0.007085168,0.007870053,0.07634529,0.2222149,0.444205,0.7294531,1.054661,1.38887,1.697461,1.946796,2.108833,
0.1975178,0.1808078,0.1356517,0.07612045,0.02296332,3.552714E-15,0.02988985,0.1299458,0.3086584,0.5634912,0.8803201,1.234633,1.594353,1.92388,2.188772,2.360388,
0.1336682,0.1199874,0.08380225,0.03883905,0.005287244,0.006213089,0.06335787,0.1929872,0.402455,0.6880431,1.034445,1.416014,1.799622,2.148754,2.428215,2.608802,
0.08578645,0.07489991,0.04699042,0.01546611,0,0.02296334,0.1052505,0.2621609,0.5000001,0.8139597,1.187643,1.594354,2,2.367217,2.660117,2.84898,
0.05152426,0.04317037,0.02276148,0.003417474,0.004343293,0.04728026,0.1523552,0.3339918,0.5975452,0.9372191,1.335629,1.765127,2.190747,2.574356,2.879436,3.075799,
0.02840248,0.02229515,0.00853958,3.552714E-15,0.01546613,0.07612052,0.2014091,0.4049788,0.6913419,1.053825,1.474168,1.92388,2.367217,2.765367,3.081251,3.284268,
0.01394258,0.009774082,0.001760492,0.002545374,0.03056012,0.106505,0.2492384,0.4717369,0.7777852,1.159954,1.599225,2.066382,2.52501,2.935709,3.260917,3.469676,
0.00579433,0.003238264,0,0.008539591,0.04699042,0.1356518,0.2928932,0.5311338,0.8535535,1.252093,1.707107,2.188772,2.660116,3.081251,3.414214,3.627748,
0.001854133,0.0005685791,0.00109302,0.01574291,0.06241682,0.161098,0.329771,0.5804156,0.9157349,1.327175,1.794592,2.287689,2.769053,3.19841,3.537484,3.754781,
0.0003692043,3.552714E-15,0.003238271,0.02229518,0.07489994,0.1808079,0.3577258,0.6173167,0.9619399,1.382684,1.859047,2.360389,2.84898,3.284268,3.627749,3.847759,
2.318693E-05,0.0002073447,0.005084434,0.02680264,0.0829889,0.1932609,0.3751578,0.6401512,0.9903927,1.416755,1.898521,2.404841,2.897796,3.336666,3.682808,3.904458,
0,0.0003692066,0.00579433,0.0284025,0.08578645,0.1975179,0.3810798,0.6478797,1,1.428241,1.911814,2.419799,2.914214,3.354281,3.701313,3.923511,
2.318693E-05,0.0002073447,0.005084434,0.02680264,0.0829889,0.1932609,0.3751578,0.6401512,0.9903927,1.416755,1.898521,2.404841,2.897796,3.336666,3.682808,3.904458,
0.0003692066,0,0.003238264,0.02229517,0.07489991,0.1808079,0.3577258,0.6173167,0.9619398,1.382683,1.859047,2.360389,2.848979,3.284268,3.627748,3.847759,
0.001854138,0.000568582,0.001093016,0.0157429,0.06241679,0.161098,0.329771,0.5804155,0.9157348,1.327174,1.794592,2.287688,2.769053,3.19841,3.537483,3.75478,
0.00579433,0.003238264,0,0.008539591,0.04699042,0.1356518,0.2928932,0.5311338,0.8535535,1.252093,1.707107,2.188772,2.660116,3.081251,3.414214,3.627748,
0.0139426,0.009774094,0.001760497,0.002545368,0.0305601,0.106505,0.2492384,0.4717368,0.7777852,1.159954,1.599225,2.066382,2.52501,2.935708,3.260917,3.469676,
0.02840252,0.02229518,0.008539602,3.552714E-15,0.0154661,0.07612045,0.201409,0.4049786,0.6913417,1.053825,1.474168,1.92388,2.367217,2.765367,3.081251,3.284268,
0.05152424,0.04317035,0.02276146,0.003417467,0.004343301,0.04728029,0.1523552,0.3339918,0.5975453,0.9372191,1.335629,1.765127,2.190747,2.574357,2.879436,3.0758,
0.08578645,0.07489991,0.04699042,0.01546611,0,0.02296334,0.1052505,0.2621609,0.5000001,0.8139597,1.187643,1.594354,2,2.367217,2.660117,2.84898,
0.1336683,0.1199874,0.08380228,0.03883908,0.005287252,0.00621308,0.06335784,0.1929872,0.4024549,0.6880431,1.034445,1.416013,1.799622,2.148754,2.428214,2.608802,
0.1975179,0.1808079,0.1356518,0.07612048,0.02296334,0,0.02988983,0.1299458,0.3086583,0.5634912,0.88032,1.234633,1.594353,1.92388,2.188771,2.360388,
0.2794215,0.2594768,0.2047408,0.1296525,0.05555927,0.007085188,0.007870032,0.07634522,0.2222148,0.4442049,0.7294529,1.054661,1.38887,1.69746,1.946796,2.108832,
0.3810799,0.357726,0.2928934,0.2014092,0.1052506,0.02988988,2.220446E-14,0.03519115,0.1464465,0.3338223,0.5857863,0.8803199,1.187642,1.474167,1.707107,1.859047,
0.5036957,0.4767909,0.4014423,0.2928811,0.1737406,0.07037637,0.008537521,0.00906199,0.08426524,0.2355889,0.4528863,0.7154709,0.9947897,1.258333,1.474195,1.615619,
0.6478797,0.6173165,0.5311337,0.4049786,0.2621609,0.1299458,0.03519118,5.551115E-15,0.03806024,0.1522409,0.3338226,0.5634914,0.8139595,1.053825,1.252094,1.382684,
0.8135732,0.7792796,0.6820487,0.5379525,0.3709902,0.2093548,0.08103492,0.009423194,0.00960736,0.08591196,0.2310731,0.4271766,0.6482244,0.8639456,1.044273,1.163815,
1,0.9619398,0.8535535,0.6913418,0.5000001,0.3086583,0.1464467,0.03806023,1.910685E-15,0.0380602,0.1464466,0.3086584,0.4999999,0.6913417,0.8535535,0.9619397,
1.205642,1.163815,1.044273,0.8639458,0.6482247,0.4271766,0.2310732,0.08591201,0.009607376,0.009423179,0.08103487,0.2093548,0.37099,0.5379524,0.6820486,0.7792794,
1.428241,1.382684,1.252094,1.053826,0.8139598,0.5634914,0.3338227,0.152241,0.03806028,2.68674E-14,0.03519114,0.1299458,0.2621607,0.4049785,0.5311337,0.6173164,
1.664835,1.615619,1.474195,1.258333,0.9947901,0.7154708,0.4528863,0.235589,0.08426529,0.009062002,0.008537509,0.07037639,0.1737405,0.292881,0.4014423,0.4767908,
1.911813,1.859047,1.707107,1.474168,1.187643,0.8803199,0.5857864,0.3338224,0.1464466,0.03519117,7.993606E-15,0.02988989,0.1052505,0.2014091,0.2928934,0.3577258,
2.165009,2.108833,1.946796,1.697461,1.38887,1.054661,0.729453,0.4442049,0.2222149,0.07634526,0.007870043,0.007085193,0.0555592,0.1296525,0.2047407,0.2594767,
2.419799,2.360388,2.188771,1.92388,1.594353,1.234633,0.8803201,0.5634912,0.3086583,0.1299458,0.02988984,3.552714E-15,0.0229633,0.07612045,0.1356518,0.1808078,
2.671242,2.608802,2.428214,2.148754,1.799623,1.416013,1.034445,0.6880431,0.4024549,0.1929872,0.06335786,0.00621307,0.005287235,0.03883905,0.08380228,0.1199874,
2.914214,2.84898,2.660117,2.367218,2,1.594353,1.187643,0.8139597,0.5000001,0.2621609,0.1052505,0.02296332,1.421085E-14,0.0154661,0.04699042,0.07489988,
3.143566,3.075799,2.879435,2.574356,2.190747,1.765126,1.335628,0.9372189,0.597545,0.3339916,0.1523551,0.04728018,0.004343293,0.003417481,0.02276151,0.0431704,
3.354281,3.284268,3.081251,2.765367,2.367218,1.92388,1.474168,1.053826,0.6913419,0.4049788,0.2014091,0.07612048,0.01546616,1.421085E-14,0.00853958,0.02229513,
3.541628,3.469676,3.260916,2.935708,2.52501,2.066382,1.599225,1.159954,0.7777851,0.4717368,0.2492384,0.1065049,0.03056012,0.002545368,0.001760502,0.009774094,
3.701313,3.627749,3.414214,3.081251,2.660117,2.188772,1.707107,1.252094,0.8535535,0.5311339,0.2928933,0.1356518,0.0469905,0.008539613,3.552714E-15,0.003238251,
3.829616,3.75478,3.537483,3.19841,2.769053,2.287688,1.794592,1.327174,0.9157347,0.5804154,0.3297709,0.1610979,0.06241682,0.0157429,0.001093012,0.000568582,
3.92351,3.847759,3.627748,3.284268,2.848979,2.360388,1.859047,1.382683,0.9619396,0.6173165,0.3577257,0.1808077,0.07489991,0.02229515,0.003238251,3.552714E-15,
3.980762,3.904458,3.682808,3.336666,2.897796,2.404841,1.898521,1.416754,0.9903925,0.640151,0.3751577,0.1932608,0.0829889,0.02680262,0.005084417,0.000207343,
4,3.92351,3.701312,3.354281,2.914214,2.419798,1.911813,1.428241,0.9999999,0.6478797,0.3810796,0.1975177,0.08578645,0.02840248,0.005794312,0.0003692043,
3.980762,3.904458,3.682808,3.336666,2.897796,2.404841,1.898521,1.416754,0.9903925,0.640151,0.3751577,0.1932608,0.0829889,0.02680262,0.005084417,0.000207343,
3.92351,3.847759,3.627748,3.284268,2.848979,2.360388,1.859047,1.382683,0.9619396,0.6173165,0.3577257,0.1808077,0.07489991,0.02229515,0.003238251,3.552714E-15,
3.829615,3.75478,3.537483,3.19841,2.769053,2.287688,1.794592,1.327174,0.9157345,0.5804152,0.3297708,0.1610978,0.06241676,0.01574287,0.001093004,0.0005685877,
3.701312,3.627748,3.414213,3.08125,2.660116,2.188771,1.707107,1.252093,0.8535531,0.5311335,0.292893,0.1356516,0.04699039,0.00853957,3.197442E-14,0.003238278,
3.541628,3.469676,3.260916,2.935708,2.52501,2.066382,1.599225,1.159954,0.7777851,0.4717368,0.2492384,0.1065049,0.03056012,0.002545368,0.001760502,0.009774094,
3.354281,3.284267,3.08125,2.765366,2.367217,1.923879,1.474167,1.053825,0.6913414,0.4049784,0.2014088,0.07612032,0.01546608,3.197442E-14,0.008539636,0.02229522,
3.143566,3.075799,2.879435,2.574356,2.190747,1.765126,1.335628,0.9372189,0.597545,0.3339916,0.1523551,0.04728018,0.004343293,0.003417481,0.02276151,0.0431704,
